p1_0,p1_1,p1_2,p1_3,p2_0,p2_1,p2_2,p2_3,an_event
10546,11359,9319,22952,21465,11185,27750,1417,-383646909
24060,25198,9285,22877,19605,14307,23578,18013,-1039675163
7907,3681,23860,32055,30521,13977,1581,17465,-815379471
16291,20964,19389,31047,17279,23829,3346,5566,-911509825
389,12237,14803,26666,11601,14191,29952,14349,-1990359652
2928,10059,10450,25117,9485,20672,7159,17048,-1366385296
14108,29148,630,2291,10529,30731,5970,14465,-1568260750
14925,11089,12856,6501,4796,21810,20062,9805,-983887430
13100,3526,11041,23989,18725,27467,30018,1145,-420934355
7197,22417,25953,9328,17126,7382,8940,31725,-1140358752
19806,15809,28158,18808,19880,3037,15542,5010,-372305308
25565,17981,26344,16321,24803,18454,12835,20691,-747162342
8906,26019,30173,13941,27290,8344,27480,11717,-1933121510
21548,3738,18725,14199,21990,4510,25138,15956,-480587910
7635,20274,10517,20132,10071,1510,24403,26181,-1474908519
27646,8353,970,27628,31597,14833,25170,7745,1022448556
16290,19451,3267,17651,1807,5424,6278,4170,-340384530
21566,20785,29662,19579,30891,27019,5887,24081,-1083031426
3912,4841,30669,20709,6231,22190,29124,14625,-2558254949
19937,19222,7429,28831,1674,27457,3249,3410,-1233764133
9121,9102,27248,20491,4550,8448,28339,8485,-1962928060
2578,22450,21496,6064,27899,20316,10862,20597,-1485150278
9871,5266,3037,12720,18396,4800,11220,13412,-96752650
6788,686,14972,1634,26431,1072,21106,24802,-355724653
7986,19972,27392,20258,4398,13824,31730,793,-2252420009
2545,5090,22169,2422,14088,27693,23585,7554,-1292534714
7886,4374,25446,3023,3149,29251,13925,22788,-1052700010
1596,5006,10318,2531,12242,3103,28995,28971,-737005262
2032,25515,24092,14766,13507,4911,20558,9711,-1473089874
1724,22763,31059,3138,14301,2514,23837,3426,-1567390170
4684,19005,20641,30524,5689,29863,7886,30049,-3241814321
26382,11000,11165,9869,0,27778,12913,11247,-1121503402
7470,27021,11034,17564,20336,9528,1935,28486,-1254457726
21161,30647,31147,16035,24428,9092,6222,21652,-605453594
30868,32763,23538,2968,9665,24974,22741,9215,-2165061964
32222,12218,28897,24971,4522,21890,27268,12835,-2460445135
8749,9436,16565,24113,4757,12329,13472,27497,-1921870910
2921,31293,18223,25062,11403,15178,82,24736,-2126222742
12894,28164,2917,29744,30156,4562,9474,4008,226966077
24519,24171,17331,18858,11172,7845,25699,22568,-1573349253
24994,30908,25243,9127,27350,11039,10641,22273,-259046515
20164,23417,10362,13922,31315,11399,9833,27293,-234724497
986,7155,15792,11231,9080,18357,20358,7767,-1062249610
32353,5079,16238,27866,30187,16515,12748,6557,1006058513
241,31875,15895,30800,18500,18098,1483,28986,-2977558816
8535,3028,6665,28605,17179,26419,15953,27037,-1626242265
8057,25085,29659,1223,24922,9832,11994,20495,-853286479
18474,3342,10713,13941,5212,31576,12174,9462,-543189508
31592,27182,27426,22404,19754,18155,5732,8948,-454223285
24795,4941,9992,13451,16254,5607,765,14897,334551340
17198,28906,1465,17347,12529,26691,19672,6798,-1405635344
15747,7936,1608,20955,22338,8274,5359,18650,-226708983
20059,8050,19450,6536,14219,1834,5398,2142,302915430
24371,25920,19172,1135,4499,8309,21149,2259,-1027570876
15930,15759,25835,32657,24547,10425,15282,18953,-1574033058
19632,16173,14813,7751,29730,25279,18638,19647,-507119351
8209,18546,11998,6328,14414,12056,21218,7530,-815025745
4968,31630,28942,6098,30499,6466,19916,17116,-1467594045
8136,23670,28880,10003,3896,14661,4795,19532,-1298404403
23468,4006,25652,25508,24501,2893,27314,9764,-772665126
21456,17592,13990,7016,21593,9375,28772,25905,-571831707
537,15463,14355,19471,11475,1648,16447,13224,-1025846142
26534,31914,29034,14740,26116,14525,9937,14915,-557932169
16039,32273,14153,17139,30694,680,23416,29447,-731524165
14828,31595,16876,595,16138,23293,13455,28547,-1481416679
15163,19737,32308,3802,7132,6249,14452,27385,-1172476504
21908,31610,6533,16729,8113,11257,11760,31433,-1561585523
8389,17685,27078,19033,10017,25349,25247,13894,-2624716776
12961,24856,9966,3957,3205,32428,7880,68,-1686642137
566,22186,1000,19386,15103,22253,29331,9741,-1406675412
8640,23863,22759,12749,3806,30312,5398,21479,-2174302082
12352,27492,12960,3301,4969,7530,32429,29593,-1327234776
6961,27238,3707,24320,12944,31468,11708,30143,-3087015917
1251,16926,15332,23245,23383,27353,2683,23220,-2029253903
20144,15286,8701,9317,18883,13224,31480,29134,-734281585
16938,4422,17274,27488,29150,2875,22207,30219,-1466522955
27046,7310,15454,9725,21046,26691,32263,12972,-501350609
32404,29052,25090,22549,4782,27206,21926,30081,-3727741592
20704,30271,9556,15085,31244,774,31715,18390,85896243
1069,12232,12731,30239,2594,10351,31927,12179,-1797224488
8862,9175,13194,26796,4165,11494,19412,19049,-1670251083
13034,3285,11574,30768,26638,20291,21328,5606,-277636334
14698,16031,27260,5011,24066,9435,27505,3392,-1128667652
46,21583,21611,24712,31791,20536,15846,11202,-2122115299
29939,25752,18144,10803,16570,4987,15836,25413,-388437336
11118,27316,13535,32290,375,17891,16285,17007,-2508247161
25517,22186,23756,17388,7857,3215,4202,16947,-530703420
23793,31168,4703,17591,1156,755,16491,25369,-1039739856
9336,25085,15726,5898,11812,30310,32659,1474,-2344714672
17,11559,14483,3788,20940,13678,16136,14378,-891851651
21110,15352,10146,8963,14815,26691,29007,4974,-871846310
21276,16279,9021,4094,20167,4720,26349,9664,149930282
8251,16723,3453,14049,12105,26506,10181,28871,-1568321695
14791,5405,7543,18321,8219,27544,4367,26228,-1081588968
31468,5506,31781,11765,4452,24895,3894,16026,-618587709
1653,7204,31011,18760,18965,30363,27227,5301,-2262366130
28147,267,27661,1475,3928,20959,27973,31505,-1430551297
29692,4685,7243,25791,9893,8926,13155,32041,-1339478368
7347,30395,385,1111,23907,31662,9167,6271,-1594472273
20624,13779,78,5288,23746,30079,10654,22126,-85159868
29049,24952,15559,3110,20804,16613,28368,20853,-632865674
16717,10678,6920,31346,9447,2259,22491,32381,-2073701185
11931,6409,15777,6881,17152,13608,22273,20485,-749896344
24955,30362,8119,15334,18252,27013,11992,7310,-1148309825
11003,7988,17117,32407,28177,27617,19379,29488,-2395820184
1898,13630,21015,11126,23430,23584,23419,21921,-2026067907
6213,10339,3955,12788,24742,12313,2917,21869,-529566658
7464,29421,27785,10367,20215,39,6000,30779,-672136752
18256,1937,17598,29180,20952,8431,26005,13305,-959454228
5249,15183,3516,10020,22485,4216,24452,16997,-404566344
5393,23653,2150,19939,20602,9754,3017,10796,-682731256
1138,13955,14625,5404,6738,28178,25273,26158,-1793100001
799,4199,21320,26980,20911,16806,17926,846,-917768231
18249,22445,2156,31942,26341,13216,807,3216,159147922
23365,15305,2433,5616,9798,27226,31005,11320,-653582114
1860,32357,28978,5897,27653,19584,17922,6774,-2283110513
21920,3720,1464,9692,15234,26058,11650,29865,-139060835
5264,24249,14261,24717,19510,20392,26699,27519,-2905460679
20786,8147,22513,8628,5541,21007,18158,4942,-1014818014
14982,14486,25920,20822,18726,23893,20160,16004,-1842726729
8802,6630,2239,18348,4164,1418,27268,9349,-410729970
11161,3686,15748,16523,26998,2311,18108,24334,-788912209
11261,29433,8708,15609,19995,15154,2270,3358,-586139688
10973,20624,13219,23826,12869,21071,15934,754,-1043935384
17950,303,7171,16438,2511,512,9466,8931,-339552840
19405,2435,4116,9288,24622,21992,18397,9563,519339804
8472,15763,11728,3298,7724,18411,9852,18355,-801737943
17945,17747,27453,13774,30642,9764,29405,5019,-999632873
9413,5017,16855,12007,28602,6002,23423,29081,-1009746960
29497,29454,23440,21433,14235,26029,726,28581,-1952743023
6155,25073,5618,29135,14565,21237,14748,8822,-1565458725
32046,12322,12626,31657,7441,30128,27107,837,-1003068194
22843,9072,32302,23039,24039,2260,12131,12882,-320090006
28196,4595,2166,23633,27123,1851,5659,12633,890853292
3491,18175,24432,4864,12089,15650,15634,23772,-1479697319
11205,32269,32221,17212,18010,11949,24740,11856,-2370023684
26280,17478,25859,5509,2620,7115,3234,7827,-364520756
28929,28082,29727,31990,24360,22987,10698,15770,-1526634455
11896,13302,14557,14687,21921,13497,29999,8203,-951896110
13816,3091,2187,31348,4998,6368,5482,24107,-1436688607
23500,23145,2109,10116,6988,13424,13671,23947,-835151122
9863,7025,6376,25803,19511,8829,32580,15467,-952852088
23513,27335,17186,14059,25672,6889,10701,362,452596695
8770,3444,1114,26539,14558,15999,1537,13089,-553048186
13504,5978,8141,31090,4936,28682,27023,27239,-2343362465
30608,13437,12336,24646,25340,9562,25848,18052,-233327865
27634,11573,20563,8771,13854,27341,1081,32562,-482835439
18351,25995,18320,21373,27324,3027,16627,25724,-863371597
15202,18579,20146,1638,13785,16453,6412,7793,-476168210
11970,4402,20363,27845,26532,17863,14001,12269,-775577585
12244,9440,26634,5569,15161,26524,612,1841,-182669035
23083,12084,11417,28965,21065,13442,9226,18482,-633721212
13029,29231,4598,24431,28690,15440,21346,4705,-581249876
20079,21948,3713,32518,24251,14678,2362,8364,-231982537
4007,10414,27875,1500,24594,28383,31758,30963,-2257484948
15650,2316,16299,30284,24067,14197,13080,3368,57107191
25484,10471,13397,18538,17637,28007,28202,8514,-758949874
21407,22973,5981,24176,15209,29704,2527,16174,-1525943379
2364,1978,2318,25376,31612,15565,5178,28115,-1363053008
31591,24041,478,23134,9981,4485,252,3302,261906712
28844,7591,11492,13143,26718,15180,23594,17627,305168595
2255,31782,9186,20714,31168,26862,12853,12238,-2310024956
16138,25403,1705,3531,10825,30884,1925,24643,-1400333896
16684,29297,4000,20266,12183,23064,20934,25694,-2153836980
14474,1916,22813,14391,22194,9965,14876,22021,-708286288
12465,20665,32363,13261,9550,11767,932,2757,-381706560
31940,30701,15189,29166,17697,1078,21823,8510,-95081792
27596,2542,24550,29124,9166,7782,20653,12515,-1276753338
2005,12008,5663,4870,20580,7189,9805,12003,-318114815
23226,730,12143,26341,9158,19342,13840,14524,-704134454
26058,13701,3767,20273,28386,365,24196,8470,943637080
22372,23767,17755,23091,6789,29658,23276,26761,-3168432317
571,7508,30360,9455,2632,18319,14507,21939,-1567832035
20816,12321,13402,29103,20920,2206,6187,27858,-970779027
4754,6066,11654,28902,4561,15184,9730,4459,-625411490
17824,1086,1686,9906,6217,12284,24119,15836,-200175930
22190,22107,18305,28867,20467,13000,385,1284,245272947
14996,24648,5453,29415,6375,29652,3165,18384,-2386598300
23836,4583,12633,23186,9025,14541,18988,2048,-277795800
18792,14994,1825,29193,14413,1141,7328,28538,-1185507214
3535,12176,3471,29511,11544,16173,24190,1861,-590038637
24893,24306,6045,16260,8722,25530,18279,20368,-1690216197
5076,4435,3839,2031,20011,28805,28356,24071,-367849110
29400,11860,7521,427,12653,23648,2821,13425,129129811
22688,7587,17013,20518,5317,20044,27899,28763,-2192533629
9745,3094,14510,23081,30689,9874,25159,771,-228707687
17444,23924,3855,28554,861,23504,24004,16479,-2220783273
26260,6553,13998,8393,24130,29540,4869,7459,618601108
23066,32736,6823,23152,14411,11534,1994,25377,-1292667481
21498,25129,24100,26820,16531,17200,6886,22891,-1713467459
21751,19088,21795,3256,6799,20839,22058,31303,-1665177843
1875,16495,8550,13695,3452,26843,28576,6696,-1544684020
29628,19940,11281,13238,9266,10034,20336,30066,-1105961369
20764,15776,21035,16961,5310,27351,7412,14110,-1432981117
9515,2322,15364,31488,9683,16472,18467,31101,-2418348112
709,8488,2061,238,23180,23918,30545,30014,-513368319
8643,5737,7112,30950,27619,27862,26353,1862,-332417332
14000,25893,21108,19872,28736,19523,20635,24994,-2070921689
31209,2773,21359,31225,18887,2523,20403,29057,-1521344212
22612,6175,20396,9261,11099,22,26656,5722,-691697931
29157,18004,3981,9241,21390,14513,20335,11228,355317987
19998,12722,11391,13842,9797,25889,18520,3899,-796768586
2590,15377,6342,481,22678,32521,23802,17143,-1201101714
22167,10822,23628,7844,4569,18078,7030,28014,-960435970
31278,8827,24592,26882,17009,7126,896,10573,325646725
29892,21044,11900,27725,15359,24144,3673,23343,-1479775254
2064,29748,32281,5805,14947,18266,7350,7117,-1582248382
16579,2265,15592,2241,18060,8031,9197,28686,147048717
28241,25580,3443,32390,11690,4092,27238,1877,141722281
22596,3182,1012,24169,8997,17995,31953,15472,-520498332
21638,14424,19698,21781,16473,5343,18330,3304,-307345023
20381,11015,21179,4396,5658,4353,5930,32582,-402947364
11524,12149,14480,11902,29323,15222,26357,9015,-671927816
32036,16633,18365,13497,15484,23,8836,11432,358150974
26730,4477,7183,9372,19859,3772,32632,684,546242551
15417,10625,4767,615,14652,12872,30595,25004,-144206859
15683,27757,24158,2857,11956,12287,15637,6308,-1098660403
24844,24528,31385,30614,6754,5123,18036,25189,-2590137071
20838,9619,859,30061,32335,2089,19932,11462,584037025
17608,22241,24261,8548,32462,31094,12010,2421,-864116475
26661,22792,30162,19347,5098,23573,9508,8790,-1716419463
7261,21325,27975,30011,29288,20858,1015,30376,-2344335357
27991,4114,1361,21158,2785,28890,11470,13739,-694434282
1728,23784,3605,24391,7724,14677,15508,24224,-1964989947
6610,912,23569,14730,24644,28917,17372,5483,-707412095
11632,26833,31755,12377,21044,7360,28093,15886,-2082852632
18868,1071,4913,22159,30612,5195,28143,22880,-146506705
24313,27609,8678,25305,29891,21551,25516,16128,-995679547
24310,10245,21966,23404,12533,30916,11200,9422,-957226802
26885,12509,15577,7895,4482,31219,30443,27723,-1926268299
3038,28952,7527,4644,3818,3810,23352,10155,-643338728
22453,974,8277,5755,3692,26734,29411,13794,-531957196
2882,6969,30580,2434,26238,29057,7392,7319,-741518491
18485,5334,11383,14388,18844,26504,24166,13581,-527088377
20021,2079,32496,23097,19234,11800,2919,27943,-759433377
12046,28752,2256,29347,10776,29989,4720,7848,-1946830222
9685,1012,19567,26964,8900,14743,10259,2237,-379575623
6293,12828,15195,24220,28486,14272,15191,19109,-1394962902
19778,12449,1360,5531,1855,14777,14490,28428,-648479520
26700,3132,4857,29951,4836,29876,32511,21570,-1536819101
30926,4799,26318,12251,19876,22935,5645,13561,379815289
28281,6978,10842,20940,5186,28199,25520,15767,-1313925465
21197,22143,6259,23550,4500,15109,10614,18248,-1470726830
3427,843,31383,6646,14695,29549,9962,19073,-827931154
30958,10097,28619,24717,16846,31570,15164,30151,-1952979706
8486,26574,11102,9161,25162,16420,2731,18421,-843837933
8034,16979,23570,6540,1169,4009,6360,12436,-579842811
13103,25819,14780,17822,32585,17403,24794,9620,-1120581970
6085,26063,364,20398,18407,30705,13972,15504,-2019218874
8705,22819,18617,20039,1589,11073,18020,18977,-1909242747
11750,27390,1855,3194,21287,19506,11977,22098,-753936915
21240,20619,117,29805,20753,12452,22807,22643,-987049310
1716,23373,20325,27958,8809,27358,19978,2356,-2192525037
29578,11686,23858,31976,30857,26831,28912,2571,-345763061
11514,12325,3325,14467,3104,14106,28486,13720,-862675829
17496,27439,16264,16024,23767,26959,7478,31834,-1911295191
20851,24234,20496,17682,3355,23891,29863,17757,-2870173307
31971,4657,18024,7316,16769,21773,20864,11099,-45098069
24825,382,11115,7089,694,24528,18485,5832,-477911656
65,17903,4786,18166,8031,20869,17447,10583,-1297709356
31252,3531,7058,27372,404,27361,30053,28285,-2140664428
18774,4430,3806,25465,1166,13049,14957,8566,-621977603
30876,19134,18399,24504,2631,20792,3474,7499,-1128576201
21303,24761,9265,10320,18909,22161,26255,15171,-1091488185
9399,28900,17408,24570,4125,17529,25953,5205,-2095015899
30343,408,17977,20345,165,12234,14038,29951,-1723458517
27000,20281,5995,8128,4630,25937,16750,28505,-1466281192
26302,24177,514,24197,20620,14579,9364,7546,4886765
24302,3412,23119,28735,379,28386,2804,3805,-523668566
28376,22475,5405,4091,17036,27618,4881,31458,-584780708
13095,49,27518,15183,23136,14047,31589,29658,-2034622815
4667,20089,11749,20351,4579,6573,21284,13195,-1258586863
30363,23925,2373,21364,31527,5292,12021,24199,570222532
3135,2521,30673,1491,4381,10271,27794,13670,-1770187702
8385,19973,9508,23455,15835,29445,5155,32548,-2535525092
12473,23076,25167,25791,12721,16510,18225,12394,-2001305333
12847,32387,17512,787,18578,7937,8040,4041,-324742759
27281,2516,9252,30560,27885,14112,15680,25575,-402850609
21982,13246,12561,32741,18692,11389,5092,5496,32211447
11078,15018,21498,12735,30713,20166,32504,11129,-1606283807
12791,1519,14487,7893,15945,14185,19577,17850,-484198079
10126,31242,17345,19629,18678,32394,12739,19115,-2838213312
19474,24193,6736,28529,28515,8726,28719,291,284837805
20481,2337,19243,3827,12441,283,16413,32664,-373406437
9102,3884,17022,8668,27570,949,4026,22980,-40966197
25199,30769,23171,18632,30387,28280,21694,3764,-1354474816
15553,7807,27376,7175,31758,3211,12352,4462,197358852
29386,18700,13828,23971,2869,3733,32423,24594,-2046800872
1670,28736,27442,7961,26654,18816,20311,30170,-2587492236
20406,14607,4481,2675,3170,19577,19185,1856,-624445621
29614,12955,23692,25638,23214,28043,15794,27943,-1532921181
24049,27703,8202,32486,27578,2824,16368,27007,-853261697
15869,6244,20704,6506,6311,27105,7823,29636,-847782046
26075,14134,29687,19226,25468,3393,1617,9779,760165833
5936,31097,15845,11794,15991,5195,688,29090,-841285288
30085,15007,6056,15800,12038,2818,17131,11066,82525375
43,26829,10203,27455,1092,27433,4446,22659,-2806855908
1295,14630,7234,29139,12859,13098,25226,6071,-1068768848
21456,13947,15570,7076,23218,11324,4738,7489,426885242
15777,25710,12570,7526,5733,27944,31972,2262,-2093839196
11487,31831,18825,24434,5112,32182,31649,21652,-4181036910
16185,2105,8376,16853,20875,385,15543,28926,-561282668
3038,23179,8124,7193,24021,26684,7429,30629,-1652446105
11891,32500,29215,5952,15227,2806,9201,26197,-669768485
26535,1936,12365,31310,20260,15999,24074,15847,-574454676
21330,16364,1251,14625,9434,14758,19640,15447,-581558281
32355,355,24713,20620,25179,3719,9067,1043,1135494133
20195,27030,14859,21552,17907,30786,24081,19230,-2485585744
2773,17661,12172,17547,24030,11011,9946,27457,-1461386219
29409,20446,15816,15222,7338,15738,5253,2532,-455229712
31732,26835,8175,12322,30370,20456,24008,31547,-340470603
987,16760,2246,8650,5346,19741,25737,20915,-1128660834
24602,26787,5327,30106,25534,26966,3441,13777,-1054542674
15236,11166,9755,32085,9125,14904,14122,21081,-1683118378
9872,26571,406,2087,13604,12836,13065,7653,-456115132
17818,23456,9303,16620,29994,20349,16341,16199,-728287972
15776,27385,12519,24540,31663,12429,10786,17796,-825216746
21775,21165,1483,6282,282,12862,10987,22765,-850797825
